Edad,País / Procedencia,Idioma,Presupuesto,Días de viaje,Tipo de viaje,Problemas respiratorios,Movilidad reducida,Alergias,Comida,Naturaleza,Historia,Fotografía,Destino recomendado,Destino alternativo,Nivel de dificultad,Requiere caminata,Altura máxima tolerada,Recomendación médica,Tipo de transporte,Tour recomendado,Riesgo por altura,Apto para adulto mayor,Apto para niños
44,Suiza,Alemán,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Tipón,Choquequirao,Medio,Sí,3200,Aclimatación previa,Bus + Trek,Andes Discovery,Medio,Sí,No
27,Ecuador,Español,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Tipón,Tambomachay,Bajo,Sí,2900,Evitar comidas pesadas,Bus,Circuito Cusco,Bajo,Sí,Sí
39,Países Bajos,Inglés,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,Tipón,Nevado Salkantay,Medio,Sí,3200,Hidratación y descanso,Bus,Aventura Cultural,Medio,Sí,No
25,Perú,Español,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,Tipón,San Blas,Bajo,No,2700,Consumir mate de coca,Bus,Tour Tradicional,Bajo,Sí,Sí
42,Bélgica,Francés,Alto,9,Histórico,Sí,No,No,Sí,Sí,Sí,Sí,Tipón,Qorikancha,Bajo,No,2600,Control médico,Bus,Cusco Histórico,Bajo,Sí,Sí
30,Turquía,Turco,Medio,6,Mochilero,No,No,Sí,Sí,Sí,Sí,Sí,Tipón,Pisac,Medio,Sí,3000,Llevar medicamentos,Bus + Caminata,Andes Tour,Medio,Sí,Sí
35,India,Inglés,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,Tipón,Maras,Medio,Sí,3100,Usar ropa ligera,Bus,Ruta Inca,Medio,Sí,No
21,Bolivia,Español,Económico,3,Fotografía,No,No,No,Sí,Sí,No,Sí,Tipón,Centro Histórico,Bajo,No,2600,Hidratación adecuada,Bus,City Tour,Bajo,Sí,Sí
46,Noruega,Inglés,Alto,10,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Tipón,Montaña 7 Colores,Medio,Sí,3200,Aclimatación obligatoria,Bus + Trek,Tour Premium,Medio,Sí,No
28,Portugal,Portugués,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,Sí,Tipón,Valle Sagrado,Bajo,Sí,2900,Evitar alcohol,Bus,Ruta Cusco,Bajo,Sí,Sí
32,Israel,Hebreo,Alto,7,Aventura,No,No,No,Sí,Sí,Sí,Sí,Tipón,Laguna Piuray,Medio,Sí,3100,Descanso previo,Bus,Andes Heritage,Medio,Sí,No
24,Perú,Español,Económico,4,Cultural,No,No,Sí,Sí,Sí,No,Sí,Tipón,Sacsayhuamán,Bajo,No,2700,Consumir líquidos,Bus,Cusco Clásico,Bajo,Sí,Sí
41,Irlanda,Inglés,Alto,8,Aventura,No,No,No,Sí,Sí,Sí,Sí,Tipón,Salkantay Trek,Medio,Sí,3200,Hidratación constante,Bus + Trek,Full Cusco,Medio,Sí,No
26,Sudáfrica,Inglés,Medio,6,Mochilero,No,No,No,Sí,Sí,Sí,Sí,Tipón,Ollantaytambo,Medio,Sí,3000,Usar bloqueador,Bus + Tren,Cultural Andes,Medio,Sí,Sí
24,Estados Unidos,Inglés,Alto,7,Relajación,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Machu Picchu,Alto,Sí,3400,Aclimatación previa,Tren + Caminata,Huayna Picchu Full Day,Alto,No,No
31,Perú,Español,Medio,5,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Ollantaytambo,Medio,Sí,3200,Hidratación constante,Bus + Tren,Aventura Cusco,Medio,Sí,No
27,Canadá,Inglés,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Camino Inca,Alto,Sí,3400,Llevar medicamentos,Tren + Trek,Hiking Experience,Alto,No,No
35,Australia,Inglés,Alto,9,Relajación,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Salkantay Trek,Alto,Sí,3500,Preparación física,Trekking,Adventure Peru,Alto,No,No
22,Argentina,Español,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,Pisac,Medio,Sí,3000,Consumir agua,Bus + Tren,Cusco Backpacker,Medio,No,Sí
38,Alemania,Alemán,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Choquequirao,Alto,Sí,3600,Aclimatación obligatoria,Trekking,Extreme Andes,Alto,No,No
29,Francia,Francés,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Moray,Medio,Sí,3200,Hidratación frecuente,Bus + Tren,Inca Discovery,Medio,Sí,No
26,Brasil,Portugués,Medio,5,Gastronómico,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Maras,Medio,Sí,3100,Descansar correctamente,Tren,Ruta Imperial,Medio,Sí,Sí
41,Chile,Español,Alto,8,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Qorikancha,Medio,Sí,3000,Consultar médico,Bus + Tren,Cultural Adventure,Medio,Sí,No
23,Japón,Japonés,Alto,7,Mochilero,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Laguna Humantay,Alto,Sí,3400,Llevar snacks energéticos,Trekking,Andean Explorer,Alto,No,No
34,Italia,Italiano,Medio,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Puca Pucara,Medio,Sí,3100,Usar bloqueador solar,Bus + Tren,Cusco Nature,Medio,Sí,Sí
28,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,Sacsayhuamán,Medio,Sí,3000,Hidratación adecuada,Bus,Inca Route,Medio,Sí,Sí
40,Reino Unido,Inglés,Alto,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Nevado Salkantay,Alto,Sí,3500,Aclimatación previa,Trekking,Premium Trek,Alto,No,No
25,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Plaza de Armas,Medio,Sí,3000,Consumir líquidos,Bus + Tren,City & Trek,Medio,Sí,Sí
32,China,Chino,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Valle Sagrado,Alto,Sí,3400,Ropa cómoda,Trekking,Andes Journey,Alto,No,No
37,Corea del Sur,Coreano,Alto,7,Mochilero,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Montaña 7 Colores,Alto,Sí,3500,Hidratación permanente,Trekking,Cusco Adventure,Alto,No,No
21,Colombia,Español,Económico,4,Fotografía,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,Centro Histórico,Medio,Sí,2900,Descansar adecuadamente,Bus,Backpacker Peru,Medio,Sí,Sí
44,Suiza,Alemán,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Camino Inca,Alto,Sí,3600,Aclimatación recomendada,Trekking,Elite Andes,Alto,No,No
27,Ecuador,Español,Medio,5,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Tipón,Medio,Sí,3100,Evitar comidas pesadas,Bus + Tren,Cultural Peru,Medio,Sí,Sí
39,Países Bajos,Inglés,Alto,8,Aventura,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Abra Málaga,Alto,Sí,3400,Hidratación y descanso,Trekking,Inca Mountains,Alto,No,No
24,Perú,Español,Económico,4,Histórico,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,San Blas,Medio,Sí,2900,Consumir mate de coca,Bus,Cusco Express,Medio,Sí,Sí
42,Bélgica,Francés,Alto,9,Mochilero,Sí,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Qenqo,Medio,Sí,3000,Control médico,Bus + Tren,Historical Cusco,Medio,Sí,No
30,Turquía,Turco,Medio,6,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Pisac,Medio,Sí,3200,Llevar medicamentos,Bus,Andes Tour,Medio,Sí,Sí
35,India,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Maras,Alto,Sí,3400,Usar ropa ligera,Trekking,Andean Spirit,Alto,No,No
22,Bolivia,Español,Económico,3,Cultural,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,Mercado San Pedro,Bajo,No,2800,Hidratación adecuada,Bus,City Tour,Bajo,Sí,Sí
46,Noruega,Inglés,Alto,10,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Salkantay Trek,Alto,Sí,3600,Aclimatación obligatoria,Trekking,Premium Hiking,Alto,No,No
28,Portugal,Portugués,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Valle Rojo,Medio,Sí,3200,Evitar alcohol,Bus + Tren,Cusco Trek,Medio,Sí,Sí
32,Israel,Hebreo,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Laguna Piuray,Alto,Sí,3400,Descanso previo,Trekking,Adventure Route,Alto,No,No
24,Perú,Español,Económico,4,Aventura,No,No,Sí,Sí,Sí,No,Sí,Huayna Picchu,Tambomachay,Medio,Sí,3000,Consumir líquidos,Bus,Cusco Classic,Medio,Sí,Sí
41,Irlanda,Inglés,Alto,8,Mochilero,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Nevado Salkantay,Alto,Sí,3500,Hidratación constante,Trekking,Peru Explorer,Alto,No,No
26,Sudáfrica,Inglés,Medio,6,Relajación,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Ollantaytambo,Medio,Sí,3200,Usar bloqueador,Bus + Tren,Cultural Andes,Medio,Sí,Sí
33,Filipinas,Inglés,Medio,5,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Moray,Medio,Sí,3100,Medicamentos básicos,Bus,Inca Heritage,Medio,Sí,Sí
29,Marruecos,Árabe,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,Catedral Cusco,Bajo,No,2800,Descanso adecuado,Bus,Cultural Visit,Bajo,Sí,Sí
43,Suecia,Inglés,Alto,10,Relajación,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Camino Inca,Alto,Sí,3600,Aclimatación y descanso,Trekking,Hiking Peru,Alto,No,No
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Puca Pucara,Medio,Sí,3200,Hidratación continua,Bus + Caminata,Andes Discovery,Medio,Sí,Sí
38,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Choquequirao,Alto,Sí,3500,Preparación física,Trekking,Extreme Adventure,Alto,No,No
23,Uruguay,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,Plaza de Armas,Medio,Sí,2900,Consumir agua,Bus,Cusco Budget,Medio,Sí,Sí
45,Austria,Alemán,Alto,10,Gastronómico,Sí,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Qorikancha,Medio,Sí,3000,Consulta médica,Bus,Cultural Experience,Medio,Sí,No
31,Costa Rica,Español,Medio,6,Relajación,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Pisac,Medio,Sí,3200,Hidratación permanente,Bus + Tren,Ruta Trekking,Medio,Sí,Sí
25,Nueva Zelanda,Inglés,Alto,8,Mochilero,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Laguna Humantay,Alto,Sí,3500,Ropa térmica,Trekking,Andean Adventure,Alto,No,No
36,Paraguay,Español,Económico,5,Fotografía,No,No,Sí,Sí,Sí,No,Sí,Huayna Picchu,Centro Histórico,Medio,Sí,3000,Descanso moderado,Bus,Cultural Explorer,Medio,Sí,Sí
40,Rusia,Ruso,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Montaña 7 Colores,Alto,Sí,3600,Aclimatación previa,Trekking,Peru Extreme,Alto,No,No
28,Perú,Español,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Valle Sagrado,Medio,Sí,3100,Consumir mate de coca,Bus,Ruta Imperial,Medio,Sí,Sí
33,Finlandia,Inglés,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Maras,Alto,Sí,3400,Hidratación continua,Trekking,Andes Full Trek,Alto,No,No
22,Venezuela,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,San Pedro,Medio,Sí,2900,Descansar correctamente,Bus,Backpacker Cusco,Medio,Sí,Sí
47,Hungría,Húngaro,Alto,10,Mochilero,Sí,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Qenqo,Medio,Sí,3000,Control de presión,Bus,Cultural Andes,Medio,Sí,No
30,Tailandia,Tailandés,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Puca Pucara,Medio,Sí,3200,Hidratación y descanso,Bus + Trek,Huayna Adventure,Medio,Sí,Sí
35,Estados Unidos,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Salkantay Trek,Alto,Sí,3600,Preparación física,Trekking,Extreme Andes,Alto,No,No
24,Perú,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,Huayna Picchu,Plaza de Armas,Medio,Sí,2900,Consumir líquidos,Bus,Ruta Cusco,Medio,Sí,Sí
39,Canadá,Inglés,Alto,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,Huayna Picchu,Laguna Piuray,Alto,Sí,3400,Aclimatación previa,Trekking,Huayna Nature,Alto,No,No
27,España,Español,Medio,5,Histórico,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Ollantaytambo,Medio,Sí,3200,Hidratación adecuada,Bus,Aventura Cultural,Medio,Sí,Sí
42,Brasil,Portugués,Alto,9,Mochilero,No,No,No,Sí,Sí,Sí,Sí,Huayna Picchu,Camino Inca,Alto,Sí,3500,Ropa adecuada,Trekking,Huayna Premium,Alto,No,No
32,Israel,Hebreo,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Laguna Piuray,Medio,Sí,3100,Descanso previo,Bus,Andes Heritage,Medio,Sí,No
24,Perú,Español,Económico,4,Mochilero,No,No,Sí,Sí,Sí,No,Sí,Pikillacta,Sacsayhuamán,Bajo,No,2700,Consumir líquidos,Bus,Cusco Clásico,Bajo,Sí,Sí
41,Irlanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Salkantay Trek,Medio,Sí,3200,Hidratación constante,Bus + Trek,Full Cusco,Medio,Sí,No
26,Sudáfrica,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Ollantaytambo,Medio,Sí,3000,Usar bloqueador,Bus + Tren,Cultural Andes,Medio,Sí,Sí
34,Filipinas,Inglés,Medio,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Pikillacta,Moray,Medio,Sí,2900,Medicamentos básicos,Bus,Ruta Andina,Medio,Sí,Sí
29,Marruecos,Árabe,Económico,5,Relajación,No,No,No,Sí,Sí,No,Sí,Pikillacta,Catedral Cusco,Bajo,No,2600,Descanso adecuado,Bus,Cultural Cusco,Bajo,Sí,Sí
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Nevado Salkantay,Medio,Sí,3300,Aclimatación y descanso,Bus + Trek,Pikillacta Extreme,Medio,Sí,No
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,Pikillacta,Tambomachay,Medio,Sí,3000,Hidratación continua,Bus,Aventura Andes,Medio,Sí,Sí
38,Dinamarca,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Camino Inca,Medio,Sí,3200,Preparación física,Bus + Trek,Pikillacta Explorer,Medio,Sí,No
23,Uruguay,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Pikillacta,Sacsayhuamán,Bajo,No,2500,Consumir agua,Bus,Cusco Aventura,Bajo,Sí,Sí
45,Austria,Alemán,Alto,10,Relajación,Sí,No,Sí,Sí,Sí,Sí,Sí,Pikillacta,Qorikancha,Bajo,No,2400,Consulta médica,Bus,Tour Cultural,Bajo,Sí,No
31,Costa Rica,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Pisac,Medio,Sí,3000,Hidratación permanente,Bus + Caminata,Ruta Trekking,Medio,Sí,Sí
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Laguna Humantay,Medio,Sí,3200,Ropa térmica,Bus + Trek,Andean Adventure,Medio,Sí,No
36,Paraguay,Español,Económico,5,Aventura,No,No,Sí,Sí,Sí,No,Sí,Pikillacta,Centro Histórico,Bajo,No,2700,Descanso moderado,Bus,Cultural Explorer,Bajo,Sí,Sí
40,Rusia,Ruso,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Montaña 7 Colores,Medio,Sí,3300,Aclimatación previa,Bus + Trek,Pikillacta Trek,Medio,Sí,No
28,Perú,Español,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,Sí,Pikillacta,Valle Sagrado,Bajo,Sí,2800,Consumir mate de coca,Bus,Ruta Imperial,Bajo,Sí,Sí
33,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Pikillacta,Maras,Medio,Sí,3200,Hidratación continua,Bus + Trek,Andes Full Trek,Medio,Sí,No
22,Venezuela,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Pikillacta,San Pedro,Bajo,No,2600,Descansar correctamente,Bus,Backpacker Cusco,Bajo,Sí,Sí
47,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Pikillacta,Qenqo,Bajo,Sí,2500,Control de presión,Bus,Cultural Andes,Bajo,Sí,No
30,Tailandia,Tailandés,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,Pikillacta,Puca Pucara,Medio,Sí,3000,Hidratación y descanso,Bus + Trek,Pikillacta Adventure,Medio,Sí,Sí
29,Australia,Inglés,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Valle Sagrado,Medio,Sí,3200,Hidratación constante,Bus,Raqchi Cultural,Medio,Sí,Sí
34,Perú,Español,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,No,Raqchi,Qorikancha,Bajo,No,3000,Descansar adecuadamente,Bus,City Tour Cusco,Bajo,Sí,Sí
27,Estados Unidos,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Pisac,Medio,Sí,3300,Llevar medicamentos,Bus + Caminata,Ruta Wari,Medio,Sí,Sí
41,Canadá,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Ollantaytambo,Medio,Sí,3300,Aclimatación previa,Bus,Tour Valle Sur,Medio,Sí,No
24,Argentina,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Raqchi,Sacsayhuamán,Bajo,No,2900,Consumir agua,Bus,Cusco Tradicional,Bajo,Sí,Sí
38,Alemania,Alemán,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Moray,Medio,Sí,3300,Usar bloqueador solar,Bus + Tren,Circuito Inca,Medio,Sí,No
30,Francia,Francés,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Maras,Medio,Sí,3200,Hidratación frecuente,Bus,Tour Cultural,Medio,Sí,Sí
22,Brasil,Portugués,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,Raqchi,Barrio San Blas,Bajo,No,2900,Descanso moderado,Bus,City Tour,Bajo,Sí,Sí
45,Chile,Español,Alto,7,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Raqchi,Catedral Cusco,Bajo,No,2800,Consultar médico,Bus,Tour Religioso,Bajo,Sí,Sí
28,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Machu Picchu,Medio,Sí,3300,Llevar snacks,Bus + Tren,Cusco Imperial,Medio,Sí,No
36,Italia,Italiano,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Puca Pucara,Medio,Sí,3100,Usar sombrero,Bus,Ruta Andina,Medio,Sí,Sí
31,México,Español,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,Raqchi,Qenqo,Bajo,No,2800,Hidratación constante,Bus,Tour Cusco,Bajo,Sí,Sí
40,Reino Unido,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Camino Inca,Medio,Sí,3300,Aclimatación recomendada,Bus + Trek,Ruta Patrimonial,Medio,Sí,No
26,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Plaza de Armas,Bajo,No,2800,Consumir líquidos,Bus,City Experience,Bajo,Sí,Sí
33,China,Chino,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Laguna Humantay,Medio,Sí,3200,Ropa cómoda,Bus + Caminata,Tour Andes,Medio,Sí,No
37,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Moray,Medio,Sí,3100,Hidratación permanente,Bus,Raqchi Explorer,Medio,Sí,Sí
23,Colombia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Raqchi,Mercado San Pedro,Bajo,No,2700,Descanso adecuado,Bus,Cusco Económico,Bajo,Sí,Sí
44,Suiza,Alemán,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Choquequirao,Medio,Sí,3300,Aclimatación previa,Bus + Trek,Andes Discovery,Medio,Sí,No
27,Ecuador,Español,Medio,5,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Tambomachay,Bajo,Sí,2900,Evitar comidas pesadas,Bus,Circuito Cusco,Bajo,Sí,Sí
39,Países Bajos,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Nevado Salkantay,Medio,Sí,3200,Hidratación y descanso,Bus,Aventura Cultural,Medio,Sí,No
25,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,Raqchi,San Blas,Bajo,No,2700,Consumir mate de coca,Bus,Tour Tradicional,Bajo,Sí,Sí
42,Bélgica,Francés,Alto,9,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Raqchi,Qorikancha,Bajo,No,2600,Control médico,Bus,Cusco Histórico,Bajo,Sí,Sí
30,Turquía,Turco,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Pisac,Medio,Sí,3000,Llevar medicamentos,Bus + Caminata,Andes Tour,Medio,Sí,Sí
35,India,Inglés,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Maras,Medio,Sí,3200,Usar ropa ligera,Bus,Ruta Inca,Medio,Sí,No
21,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,Raqchi,Centro Histórico,Bajo,No,2600,Hidratación adecuada,Bus,City Tour,Bajo,Sí,Sí
46,Noruega,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Montaña 7 Colores,Medio,Sí,3300,Aclimatación obligatoria,Bus + Trek,Tour Premium,Medio,Sí,No
28,Portugal,Portugués,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Valle Sagrado,Bajo,Sí,2900,Evitar alcohol,Bus,Ruta Cusco,Bajo,Sí,Sí
32,Israel,Hebreo,Alto,7,Aventura,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Laguna Piuray,Medio,Sí,3200,Descanso previo,Bus,Andes Heritage,Medio,Sí,No
24,Perú,Español,Económico,4,Mochilero,No,No,Sí,Sí,Sí,No,Sí,Raqchi,Sacsayhuamán,Bajo,No,2700,Consumir líquidos,Bus,Cusco Clásico,Bajo,Sí,Sí
41,Irlanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Salkantay Trek,Medio,Sí,3300,Hidratación constante,Bus + Trek,Full Cusco,Medio,Sí,No
26,Sudáfrica,Inglés,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Ollantaytambo,Medio,Sí,3000,Usar bloqueador,Bus + Tren,Cultural Andes,Medio,Sí,Sí
34,Filipinas,Inglés,Medio,7,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Moray,Medio,Sí,3000,Medicamentos básicos,Bus,Ruta Andina,Medio,Sí,Sí
29,Marruecos,Árabe,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,Raqchi,Catedral Cusco,Bajo,No,2600,Descanso adecuado,Bus,Cultural Cusco,Bajo,Sí,Sí
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Nevado Salkantay,Medio,Sí,3300,Aclimatación y descanso,Bus + Trek,Raqchi Extreme,Medio,Sí,No
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Tambomachay,Medio,Sí,3000,Hidratación continua,Bus,Aventura Andes,Medio,Sí,Sí
38,Dinamarca,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Camino Inca,Medio,Sí,3300,Preparación física,Bus + Trek,Raqchi Explorer,Medio,Sí,No
23,Uruguay,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Raqchi,Sacsayhuamán,Bajo,No,2500,Consumir agua,Bus,Cusco Aventura,Bajo,Sí,Sí
45,Austria,Alemán,Alto,10,Relajación,Sí,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Qorikancha,Bajo,No,2400,Consulta médica,Bus,Tour Cultural,Bajo,Sí,No
31,Costa Rica,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Pisac,Medio,Sí,3000,Hidratación permanente,Bus + Caminata,Ruta Trekking,Medio,Sí,Sí
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Laguna Humantay,Medio,Sí,3200,Ropa térmica,Bus + Trek,Andean Adventure,Medio,Sí,No
36,Paraguay,Español,Económico,5,Aventura,No,No,Sí,Sí,Sí,No,Sí,Raqchi,Centro Histórico,Bajo,No,2700,Descanso moderado,Bus,Cultural Explorer,Bajo,Sí,Sí
40,Rusia,Ruso,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Montaña 7 Colores,Medio,Sí,3300,Aclimatación previa,Bus + Trek,Raqchi Trek,Medio,Sí,No
28,Perú,Español,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,Sí,Raqchi,Valle Sagrado,Bajo,Sí,2900,Consumir mate de coca,Bus,Ruta Imperial,Bajo,Sí,Sí
33,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Raqchi,Maras,Medio,Sí,3200,Hidratación continua,Bus + Trek,Andes Full Trek,Medio,Sí,No
22,Venezuela,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Raqchi,San Pedro,Bajo,No,2600,Descansar correctamente,Bus,Backpacker Cusco,Bajo,Sí,Sí
